grupo_id,dia,franja,hora,minuto_dia,origen,destino,tamano_grupo,espera_maxima_min,conexion_fuerte,fin_de_semana
escalon_2_00006,escalon_2,manana,6,369.26,kleppesto,bryggen,7,11.3,True,False
escalon_2_00035,escalon_2,manana,6,379.03,sandviken,laksevag,13,27.9,False,False
escalon_2_00022,escalon_2,manana,6,381.71,laksevag,bryggen,6,19.1,True,False
escalon_2_00036,escalon_2,manana,6,386.11,sandviken,bryggen,12,18.9,True,False
escalon_2_00021,escalon_2,manana,6,397.82,laksevag,bryggen,5,19.6,True,False
escalon_2_00007,escalon_2,manana,6,400.98,kleppesto,bryggen,8,14.8,True,False
escalon_2_00008,escalon_2,manana,6,404.69,kleppesto,bryggen,8,12.3,True,False
escalon_2_00001,escalon_2,manana,6,411.52,kleppesto,laksevag,10,25.9,False,False
escalon_2_00009,escalon_2,manana,6,418.05,kleppesto,bryggen,6,16.7,True,False
escalon_2_00037,escalon_2,manana,6,419.54,sandviken,bryggen,10,18.9,True,False
escalon_2_00014,escalon_2,manana,7,420.44,kleppesto,bryggen,9,17.6,True,False
escalon_2_00024,escalon_2,manana,7,425.78,laksevag,bryggen,9,14.3,True,False
escalon_2_00012,escalon_2,manana,7,428.39,kleppesto,bryggen,11,14.7,True,False
escalon_2_00020,escalon_2,manana,7,429.68,laksevag,kleppesto,9,26.5,False,False
escalon_2_00013,escalon_2,manana,7,431.99,kleppesto,bryggen,8,15.7,True,False
escalon_2_00027,escalon_2,manana,7,432.14,laksevag,bryggen,10,16.5,True,False
escalon_2_00023,escalon_2,manana,7,436.33,laksevag,bryggen,7,17.2,True,False
escalon_2_00010,escalon_2,manana,7,437.3,kleppesto,bryggen,10,11.1,True,False
escalon_2_00029,escalon_2,manana,7,440.81,bryggen,kleppesto,9,10.2,True,False
escalon_2_00003,escalon_2,manana,7,442.25,kleppesto,laksevag,11,30.5,False,False
escalon_2_00039,escalon_2,manana,7,442.42,sandviken,bryggen,10,19.4,True,False
escalon_2_00019,escalon_2,manana,7,444.38,kleppesto,sandviken,11,26.7,False,False
escalon_2_00002,escalon_2,manana,7,447.02,kleppesto,laksevag,9,27.3,False,False
escalon_2_00026,escalon_2,manana,7,447.35,laksevag,bryggen,11,15.8,True,False
escalon_2_00031,escalon_2,manana,7,448.41,bryggen,laksevag,7,13.3,True,False
escalon_2_00038,escalon_2,manana,7,459.7,sandviken,bryggen,5,12.6,True,False
escalon_2_00011,escalon_2,manana,7,460.95,kleppesto,bryggen,10,16.7,True,False
escalon_2_00015,escalon_2,manana,7,467.22,kleppesto,bryggen,6,16.3,True,False
escalon_2_00025,escalon_2,manana,7,474.16,laksevag,bryggen,6,16.3,True,False
escalon_2_00004,escalon_2,manana,7,475.61,kleppesto,laksevag,8,25.6,False,False
escalon_2_00034,escalon_2,manana,8,482.24,sandviken,kleppesto,9,28.7,False,False
escalon_2_00028,escalon_2,manana,8,482.5,laksevag,bryggen,8,13.3,True,False
escalon_2_00033,escalon_2,manana,8,486.51,bryggen,sandviken,7,17.3,True,False
